,S.No.,Name,CMP Rs.,P/E,Mar Cap Rs.Cr.,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %
262,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
263,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
264,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
265,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
266,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
267,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
268,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
269,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
270,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
271,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
272,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
273,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
274,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
275,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
276,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
277,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
278,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
279,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
280,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
281,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
282,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
283,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
284,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
285,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
286,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
287,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
288,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
289,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
290,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
291,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
292,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
293,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
294,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
295,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
296,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
297,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
298,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
299,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
300,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
301,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
302,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
303,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
304,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
305,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
306,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
307,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
308,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
309,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
310,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
311,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
312,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
313,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
314,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
315,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
316,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
317,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
318,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
319,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
320,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
321,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
322,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
323,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
324,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
325,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
326,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
327,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
328,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
329,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
330,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
331,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
332,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
333,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
334,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
335,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
336,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
337,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
338,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
339,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
340,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
341,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
342,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
343,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
344,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
345,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
346,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
347,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
348,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
349,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
350,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
351,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
352,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
353,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
354,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
355,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
356,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
357,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
358,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
359,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
360,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
361,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
362,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
363,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
364,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
365,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
366,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
367,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
368,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
369,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
370,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
371,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
372,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
373,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
374,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
375,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
376,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
377,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
378,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
379,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
380,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
381,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
382,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
383,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
384,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
385,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
386,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
387,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
388,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
389,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
390,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
391,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
392,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
393,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
394,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
395,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
396,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
397,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
398,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
399,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
400,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
401,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
402,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
403,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
404,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
405,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
406,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
407,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
408,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
409,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
410,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
411,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
412,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
413,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
414,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
415,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
416,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
417,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
418,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
419,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
420,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
421,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
422,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
423,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
424,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
425,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
426,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
427,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
428,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
429,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
430,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
431,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
432,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
433,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
434,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
435,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
436,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
437,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
438,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
439,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
440,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
441,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
442,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
443,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
444,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
445,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
446,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
447,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
448,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
449,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
450,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
451,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
452,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
453,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
454,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
455,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
456,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
457,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
458,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
459,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
460,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
461,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
462,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
463,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
464,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
465,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
466,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
467,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
468,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
469,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
470,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
471,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
472,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
473,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
474,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
475,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
476,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
477,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
478,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
479,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
480,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
481,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
482,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
483,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
484,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
485,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
486,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
487,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
488,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
489,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
490,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
491,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
492,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
493,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
494,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
495,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
496,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
497,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
498,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
499,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
500,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
501,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
502,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
503,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
504,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
505,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
506,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
507,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
508,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
509,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
510,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
511,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
512,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
513,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
514,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
515,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
516,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
517,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
518,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
519,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
520,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
521,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
522,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
523,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
